,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,50.000000,61.904762,72.222221,48.148148,72.727272,75.000000,66.666672,55.000000,62.500000,100.000000,77.777779,56.250000,75.862068,76.470589,84.615387,50.000000,35.714287,50.000000
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;NA;NA;,6.250000,0,5.555556,0,4.545455,0,0,0,0,0,0,6.250000,0,5.882353,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;,6.250000,4.761905,0,0,4.545455,0,0,0,0,0,5.555556,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,12.500000,0.000000,0.000000,3.703704,0.000000,8.333334,0.000000,0.000000,0.000000,0.000000,0.000000,6.250000,3.448276,0.000000,0.000000,10.000000,7.142858,5.000000
unclassified,25.000000,28.571430,16.666667,22.222222,9.090909,16.666667,16.666667,15.000001,12.500000,0.000000,11.111111,31.250000,17.241380,0.000000,7.692308,0.000000,35.714287,5.000000
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,0,4.761905,0,0,0,0,0,0,0,0,5.555556,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;,0,0,5.555556,0,0,0,0,0,0,0,0,0,0,0,7.692308,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,0,0,0,18.518518,0,0,16.666668,20.000000,16.666668,0,0,0,0,11.764706,0,40.000000,14.285715,30.000002
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;,0,0,0,3.703704,9.090909,0,0,0,0,0,0,0,3.448276,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;,0,0,0,3.703704,0,0,0,10.000000,4.166667,0,0,0,0,5.882353,0,0,0,10.000000
Bacteria;Actinobacteria;Actinobacteria;Streptosporangiales;NA;NA;NA;,0,0,0,0,0,0,0,0,4.166667,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.142858,0
