,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,39.285713,41.538464,49.382717,37.000000,39.759037,52.830189,46.808510,32.786884,43.283581,46.875000,59.677422,41.428574,47.200001,42.592594,47.727272,47.368423,36.842106,45.454548
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,27.380953,35.384617,33.333336,31.000000,32.530121,13.207547,34.042553,50.819672,37.313431,32.291664,22.580645,42.857143,25.600000,31.481480,18.181818,45.614033,38.596489,43.181820
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;,3.571429,4.615385,0,6.000000,2.409638,1.886792,2.127660,3.278688,2.985075,1.041667,4.838709,1.428571,3.200000,1.851852,9.090909,1.754386,5.263158,2.272727
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,1.190476,1.538462,3.703704,1.000000,2.409638,3.773585,2.127660,1.639344,0,1.041667,0,1.428571,0.800000,0,6.818182,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;,1.190476,1.538462,0,3.000000,1.204819,1.886792,4.255319,0,0,2.083333,0,0,2.400000,0,0,1.754386,5.263158,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;,1.190476,0,1.234568,0,0,1.886792,0,0,0,0,0,1.428571,0.800000,0,2.272727,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;,1.190476,0,0,2.000000,1.204819,0,2.127660,0,1.492537,0,0,0,0,3.703704,2.272727,0,3.508772,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;NA;NA;NA;,1.190476,1.538462,0,0,0,1.886792,2.127660,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,10.714286,9.230769,6.172840,9.000000,8.433735,11.320755,2.127660,1.639344,5.970149,6.250000,9.677419,5.714286,8.000000,12.962963,4.545455,0.000000,1.754386,6.818182
unclassified,13.095239,4.615385,4.938272,10.000000,10.843374,11.320755,4.255319,8.196721,7.462686,9.375000,3.225806,4.285714,9.600000,5.555556,9.090909,3.508772,8.771930,2.272727
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;,0,0,1.234568,0,1.204819,0,0,0,0,0,0,0,0.800000,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;,0,0,0,1.000000,0,0,0,0,0,1.041667,0,0,1.600000,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;NA;NA;NA;,0,0,0,0,0,0,0,1.639344,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;NA;NA;NA;,0,0,0,0,0,0,0,0,1.492537,0,0,1.428571,0,1.851852,0,0,0,0
