,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus flavefaciens;,5.000000,5.000000,0,0,0,6.250000,0,0,0,0,5.882353,0,2.739726,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);,5.000000,5.000000,5.263158,4.444445,0,3.125000,13.333334,16.666668,11.764706,0,5.882353,0,1.369863,5.405406,6.451612,0,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Anaerophaga;Anaerophaga thermohalophila;,2.500000,0,0,0,0,0,0,0,0,0,2.941176,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;,2.500000,2.500000,0,0,3.333333,3.125000,0,8.333334,5.882353,5.263158,2.941176,0,1.369863,0,3.225806,11.111112,7.142858,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:1060;,2.500000,0,0,0,3.333333,0,0,0,5.882353,0,0,0,1.369863,2.702703,0,0,0,12.500000
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:1013;,2.500000,0,0,2.222222,0,0,0,0,0,0,2.941176,5.000000,0,2.702703,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Chryseobacterium;Chryseobacterium sp. ERMR1:04;,2.500000,0,2.631579,0,0,0,0,0,5.882353,0,2.941176,0,1.369863,2.702703,0,0,0,0
Bacteria;Planctomycetes;NA;NA;NA;NA;Planctomycetes bacterium;,2.500000,0,0,0,0,0,0,0,0,2.631579,0,0,0,0,3.225806,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. Z76;,2.500000,2.500000,0,2.222222,0,0,0,0,0,0,0,5.000000,1.369863,0,0,0,7.142858,12.500000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;Muribaculum;Muribaculum sp. H5;,2.500000,2.500000,0,2.222222,0,3.125000,6.666667,0,5.882353,0,2.941176,0,0,2.702703,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,25.000000,25.000000,36.842106,31.111113,43.333332,28.125000,26.666668,16.666668,5.882353,21.052631,17.647058,35.000000,32.876713,24.324326,41.935482,44.444447,35.714287,12.500000
unclassified,44.999999,22.499999,26.315790,33.333334,30.000001,34.375000,26.666668,25.000000,17.647059,36.842105,17.647059,34.999999,32.876712,32.432431,22.580644,11.111111,21.428572,25.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;Bacteroidales bacterium;,0,5.000000,5.263158,2.222222,6.666667,3.125000,0,0,5.882353,2.631579,5.882353,0,0,8.108108,3.225806,0,7.142858,0
