Season,Domain,Phylum,Class,Order,Family,Genus,Species,Mean,SD,SE
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides fragilis,0,0,0
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides rodentium,0.511872,0.627636008,0.256231327
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sartorii,1.058299667,1.427610237,0.582819439
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CAG:754,0.394839333,0.445977188,0.182069425
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CAG:927,0.704741667,0.604644271,0.24684499
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. NM69_E16B,0.420210333,0.67628972,0.276094122
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,1.169847,0.316731143,0.129304948
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella sp. WM24,0.553153167,0.447382765,0.182643249
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Candidatus Amulumruptor,Candidatus Amulumruptor caecigallinarius,0.234020833,0.365481993,0.149207399
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Duncaniella,Duncaniella muris,0.2310845,0.360298577,0.147091278
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-002 (NCI),1.457921833,0.575677006,0.235019154
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-004 (NCI),0.2884615,0.451001427,0.184120561
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-013 (NCI),0.104821833,0.256760006,0.104821833
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-104 (HZI),0.810557333,0.132098579,0.053929019
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-105 (HZI),0.359289667,0.396650361,0.161931832
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-110 (HZI),1.61874,1.073214656,0.438138048
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium,0.129199,0.316471625,0.129199
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,uncultured Muribaculaceae bacterium,1.539747,0.633756323,0.258729936
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,Bacteroidales bacterium 52_46,1.197160333,0.634454471,0.259014953
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,Bacteroidales bacterium WCE2004,0.129199,0.316471625,0.129199
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,Bacteroidales bacterium,0.386603167,0.647865299,0.264489901
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Butyricimonas,Butyricimonas virosa,0.2884615,0.451001427,0.184120561
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter sp. AF15-53,0.129199,0.316471625,0.129199
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella baroniae,0.160256333,0.392546245,0.160256333
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella paludivivens,0.2900175,0.453795494,0.185261235
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella salivae,0.2310845,0.360298577,0.147091278
