Season,Domain,Phylum,Class,Order,Family,Genus,Species,Mean,SD,SE
Spring,Archaea,Euryarchaeota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanococcoides,Methanococcoides methylutens,0.4385965,1.074337628,0.4385965
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides ihuae,0.490196,1.200730074,0.490196
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CAG:927,2.739516667,1.895443902,0.773811732
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,1.656525333,1.317916852,0.538037302
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-002 (NCI),1.4189885,1.558529459,0.636266987
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-013 (NCI),0.490196,1.200730074,0.490196
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-104 (HZI),1.217928833,1.365552587,0.557484509
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-110 (HZI),3.071375167,2.988683115,1.220124772
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium,0.826193333,1.283585796,0.524021707
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Odoribacteraceae,Odoribacter,Odoribacter sp. Z80,0.830332,1.317477805,0.537858061
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:1031,1.320528,1.483455242,0.605618067
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:485,0,0,0
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. CAG:873,0.490196,1.200730074,0.490196
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes communis,0,0,0
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes ihumii,0.490196,1.200730074,0.490196
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes provencensis,0,0,0
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. An66,0.340136,0.833159643,0.340136
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. Z76,4.7320395,1.906296098,0.778242123
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,NA,Rikenellaceae bacterium,0.490196,1.200730074,0.490196
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides johnsonii,2.146721333,1.108965517,0.452733277
Spring,Bacteria,Bacteroidetes,NA,NA,NA,NA,Bacteroidetes bacterium HGW-Bacteroidetes-14,0,0,0
Spring,Bacteria,Candidatus Melainabacteria,NA,Candidatus Gastranaerophilales,NA,NA,Candidatus Gastranaerophilales bacterium HUM_1,0.340136,0.833159643,0.340136
Spring,Bacteria,Candidatus Melainabacteria,NA,Candidatus Gastranaerophilales,NA,NA,Candidatus Gastranaerophilales bacterium HUM_21,0.490196,1.200730074,0.490196
Spring,Bacteria,Candidatus Melainabacteria,NA,Candidatus Gastranaerophilales,NA,NA,Candidatus Gastranaerophilales bacterium,0,0,0
Spring,Bacteria,Candidatus Melainabacteria,NA,Candidatus Gastranaerophilales,NA,NA,Candidatus Gastranaerophilus sp. (ex Termes propinquus),0.490196,1.200730074,0.490196
Spring,Bacteria,Candidatus Melainabacteria,NA,NA,NA,NA,Candidatus Melainabacteria bacterium,0.727732833,1.13098952,0.461724538
Spring,Bacteria,Elusimicrobia,Elusimicrobia,Elusimicrobiales,Elusimicrobiaceae,Elusimicrobium,Elusimicrobium sp. An273,2.435858167,2.731105709,1.114969237
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. CAG:343,0.490196,1.200730074,0.490196
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. CAG:768,0.490196,1.200730074,0.490196
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. CAG:967,0,0,0
