Season,Domain,Phylum,Class,Order,Family,Genus,Species,Mean,SD,SE
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides heparinolyticus,0.9895305,1.127977034,0.460494696
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides rodentium,0,0,0
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides uniformis,0.670049333,1.064197775,0.434456922
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella sp. WM24,0.4761905,1.166423745,0.4761905
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-110 (HZI),0.6349205,1.028688804,0.419960446
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella bryantii,0.679728,1.082968688,0.442120116
Spring,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Paenibacillus bouchesdurhonensis,0.238095167,0.583211669,0.238095167
Spring,Bacteria,Firmicutes,Clostridia,Candidatus Borkfalkiales,Candidatus Borkfalkiaceae,Candidatus Borkfalkia,Candidatus Borkfalkia ceftriaxoniphila,2.208048833,1.785003593,0.728724665
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. KLE 1755,0,0,0
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,uncultured Clostridium sp.,0.592705167,0.944452825,0.385571251
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,0.592705167,0.944452825,0.385571251
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,NA,Clostridiaceae bacterium,4.410458,2.934653447,1.198067253
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium plexicaudatum,0.6349205,1.028688804,0.419960446
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnotalea,Lachnotalea sp. AF33-28,0.8826945,1.373841819,0.560868574
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Marvinbryantia,Marvinbryantia formatexigens,3.606104167,2.680415747,1.094275146
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium 10-1,1.460655167,2.59269251,1.058462285
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium WCA-9-b2,0.8308005,1.307579931,0.533817271
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium,5.5984605,1.594784082,0.651067875
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia inulinivorans,1.1559185,1.325342784,0.541068926
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Roseburia,Roseburia sp. 1XD42-69,0.7494145,1.223191098,0.499365675
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,NA,NA,Clostridiales bacterium,2.516824333,1.569160647,0.640607152
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,Anaerotruncus sp. X29,0.670049333,1.064197775,0.434456922
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Faecalibacterium,Faecalibacterium sp. CAG:74_58_120,0,0,0
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor sp. 60,2.435438333,1.605621777,0.655492346
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Pseudoflavonifractor,Pseudoflavonifractor sp. Marseille-P3106,0.873015833,1.360827592,0.555555538
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. AM16-34,0.396825333,0.972019584,0.396825333
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. CAG:330,0.511319167,0.794931458,0.324529409
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. CAG:624,0.644599167,1.048485065,0.428042235
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus sp. Marseille-P6503,0.784543167,1.348893044,0.550683279
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Subdoligranulum,Subdoligranulum variabile,1.412377333,1.938346841,0.791326784
Spring,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium ASF500,3.7822015,4.349514236,1.775681751
Spring,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:110,0.546448,1.338518771,0.546448
Spring,Bacteria,Firmicutes,NA,NA,NA,NA,Firmicutes bacterium CAG:124,1.227625833,1.365045384,0.557277444
Spring,Bacteria,NA,NA,NA,NA,NA,bacterium 0.1xD8-71,1.4291425,1.587904877,0.648259451
Spring,Bacteria,NA,NA,NA,NA,NA,bacterium 1xD42-67,0.6349205,1.028688804,0.419960446
