Season,Domain,Phylum,Class,Order,Family,Genus,Species,Mean,SD,SE
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,0.416666667,1.020620726,0.416666667
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sartorii,2.200722333,1.989586674,0.812245358
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CAG:1060,0.416666667,1.020620726,0.416666667
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides sp. CAG:462,1.271929833,2.10800261,0.860588462
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides stercoris,1.345459167,1.480821534,0.60454286
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides timonensis,0.416666667,1.020620726,0.416666667
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Barnesiellaceae,Barnesiella,Barnesiella sp. WM24,1.367389,1.50215953,0.61325406
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Dysgonamonadaceae,Dysgonomonas,Dysgonomonas massiliensis,2.200722333,1.920513452,0.784046334
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,Muribaculum,Muribaculum sp. H5,1.323529333,1.458775986,0.595542802
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-037 (Harlan),1.784055667,1.389518233,0.567268443
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Muribaculaceae,NA,Muribaculaceae bacterium Isolate-110 (HZI),3.524251833,2.748847142,1.122212146
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,NA,NA,Bacteroidales bacterium,3.129515,2.663266122,1.087273841
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella copri,1.345459167,1.480821534,0.60454286
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella,Prevotella sp. MGM1,0.416666667,1.020620726,0.416666667
Spring,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,Alistipes sp. Z76,1.666666667,2.041241452,0.833333333
Spring,Bacteria,Bacteroidetes,Bacteroidia,Marinilabiliales,Prolixibacteraceae,Mariniphaga,Mariniphaga sediminis,0.906862667,1.411815631,0.576371318
Spring,Bacteria,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Chryseobacterium,Chryseobacterium sp. ERMR1:04,1.345459167,1.480821534,0.60454286
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Clostridium,Clostridium sp. CAG:1013,1.740196,2.084745718,0.851093876
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Hungatella,Hungatella hathewayi,0,0,0
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Eubacterium,Eubacterium xylanophilum,0.877193,1.358941552,0.554785566
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Lachnoclostridium,Lachnoclostridium sp. An169,0.9287925,1.442206036,0.588778149
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium A4,1.293859667,2.186613597,0.892681263
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium G11,0.833333333,2.041241452,0.833333333
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,NA,Lachnospiraceae bacterium,0,0,0
Spring,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Ruminococcus,Ruminococcus flavefaciens,2.647058833,2.917552194,1.191085695
Spring,Bacteria,NA,NA,NA,NA,NA,uncultured bacterium Contig1549a,0.4385965,1.074337628,0.4385965
Spring,Bacteria,NA,NA,NA,NA,NA,uncultured bacterium Contig28b,0,0,0
Spring,Bacteria,Planctomycetes,NA,NA,NA,NA,Planctomycetes bacterium,0.855263167,1.325621177,0.541182579
Spring,Unclassified,NA,NA,NA,NA,NA,NA,65.30701817,10.15621137,4.146255929
Summer,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides eggerthii,0.678761,1.132857376,0.462487087
