,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,31.884060,38.461540,56.818180,40.677963,44.897957,63.157890,30.000002,35.483871,32.653061,51.470589,54.000004,28.260868,42.500000,44.444447,53.571426,37.500000,29.629629,58.823532
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,20.289854,15.384616,4.545455,13.559322,6.122449,10.526316,26.000000,19.354837,20.408163,8.823529,6.000000,10.869565,15.000001,15.555556,21.428572,12.500000,22.222223,29.411766
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;NA;NA;,2.898551,0,0,3.389831,4.081633,2.631579,0,3.225806,2.040816,0,2.000000,2.173913,1.250000,2.222222,0,1.785714,3.703704,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;NA;NA;NA;,1.449275,0,0,0,0,2.631579,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,1.449275,0.000000,2.272727,1.694915,0.000000,0.000000,2.000000,6.451612,0.000000,1.470588,0.000000,4.347826,0.000000,2.222222,0.000000,3.571429,0.000000,0.000000
unclassified,42.028984,43.589744,29.545453,33.898306,40.816328,21.052632,40.000001,32.258064,42.857143,38.235295,38.000000,52.173913,38.749999,31.111112,25.000000,44.642857,33.333334,11.764706
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;,0,2.564103,0,0,4.081633,0,0,3.225806,0,0,0,2.173913,0,0,0,0,3.703704,0
Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;NA;NA;NA;,0,0,2.272727,1.694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;NA;NA;NA;,0,0,2.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;NA;NA;NA;,0,0,2.272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,0,0,0,1.694915,0,0,0,0,0,0,0,0,1.250000,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;NA;NA;NA;,0,0,0,1.694915,0,0,0,0,2.040816,0,0,0,0,2.222222,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;NA;NA;NA;,0,0,0,1.694915,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;NA;NA;NA;,0,0,0,0,0,0,2.000000,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodobacterales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,1.250000,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,2.222222,0,0,7.407407,0
