,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;NA;NA;NA;NA;,33.035713,25.396828,24.615385,29.591837,30.769232,23.636364,35.416664,28.205130,26.153847,30.097088,17.204302,44.871796,33.576645,18.032785,18.750000,17.142859,47.619049,56.250000
Bacteria;Bacteroidetes;Bacteroidia;NA;NA;NA;NA;,33.035713,55.555557,53.846157,35.714287,46.153847,52.727272,35.416664,53.846157,46.153847,38.834949,50.537636,29.487181,35.766422,54.098362,62.500000,60.000004,33.333336,40.625000
Bacteria;Firmicutes;Bacilli;NA;NA;NA;NA;,5.357143,3.174603,1.538462,5.102041,2.564103,1.818182,2.083333,2.564103,3.076923,4.854369,6.451612,2.564103,4.379562,3.278688,2.083333,8.571429,0,0
Bacteria;Actinobacteria;Actinobacteria;NA;NA;NA;NA;,1.785714,0,0,1.020408,1.282051,1.818182,2.083333,0,0,0,1.075269,2.564103,1.459854,0,2.083333,0,0,0
Bacteria;Thermotogae;Thermotogae;NA;NA;NA;NA;,0.892857,0,0,1.020408,0,0,0,0,0,0.970874,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Thermoleophilia;NA;NA;NA;NA;,0.892857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) class,16.071428,11.111112,13.846154,19.387754,12.820514,14.545454,20.833332,5.128205,13.846154,20.388350,16.129032,12.820514,18.248175,16.393442,6.250000,11.428572,4.761905,3.125000
unclassified,8.928572,3.174603,3.076923,6.122449,6.410257,1.818182,4.166667,7.692308,9.230769,2.912621,6.451613,5.128205,5.839416,6.557377,4.166667,2.857143,14.285715,0.000000
Bacteria;Bacteroidetes;Sphingobacteriia;NA;NA;NA;NA;,0,1.587302,1.538462,2.040816,0,1.818182,0,0,0,0.970874,1.075269,1.282051,0.729927,0,4.166667,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;NA;NA;NA;NA;,0,0,1.538462,0,0,1.818182,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;NA;NA;NA;NA;,0,0,0,0,0,0,0,2.564103,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,1.538462,0.970874,0,0,0,0,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,1.075269,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,1.282051,0,1.639344,0,0,0,0
