,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,60.465115,59.183674,64.705887,42.105263,61.428570,72.222221,75.000000,75.000000,66.666672,70.588234,63.157890,67.647057,69.696968,69.565216,85.714287,76.470589,48.484848,100.000000
Bacteria;Elusimicrobia;NA;NA;NA;NA;NA;,4.651163,4.081633,0,2.631579,0,0,0,0,3.333333,5.882353,0,0,1.515152,6.521739,0,0,6.060606,0
Bacteria;Verrucomicrobia;NA;NA;NA;NA;NA;,4.651163,2.040816,2.941176,3.947368,1.428571,0,0,8.333334,0,0,2.631579,2.941176,1.515152,0,0,2.941176,3.030303,0
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,4.651163,0,2.941176,1.315789,2.857143,0,0,4.166667,0,0,0,2.941176,0,0,2.857143,0,0,0
Bacteria;Candidatus Melainabacteria;NA;NA;NA;NA;NA;,2.325581,6.122449,2.941176,11.842106,8.571429,8.333334,3.571429,0,6.666667,0,2.631579,2.941176,7.575758,4.347826,0,5.882353,18.181818,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,13.953489,16.326530,11.764706,18.421053,14.285715,8.333334,7.142858,4.166667,16.666668,5.882353,15.789473,8.823529,4.545455,10.869565,2.857143,11.764706,9.090909,0.000000
unclassified,9.302326,4.081633,5.882353,5.263158,5.714286,8.333334,10.714286,4.166667,3.333334,5.882353,10.526316,8.823530,9.090909,2.173913,5.714286,0.000000,3.030303,0.000000
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,0,4.081633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,0,2.040816,5.882353,13.157895,1.428571,2.777778,3.571429,4.166667,3.333333,11.764706,2.631579,2.941176,6.060606,4.347826,2.857143,2.941176,6.060606,0
Bacteria;Candidatus Hydrogenedentes;NA;NA;NA;NA;NA;,0,2.040816,2.941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Fusobacteria;NA;NA;NA;NA;NA;,0,0,0,1.315789,2.857143,0,0,0,0,0,0,0,0,0,0,0,3.030303,0
Bacteria;Lentisphaerae;NA;NA;NA;NA;NA;,0,0,0,0,1.428571,0,0,0,0,0,0,0,0,0,0,0,0,0
Archaea;Euryarchaeota;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,2.631579,0,0,2.173913,0,0,3.030303,0
Bacteria;Nitrospirae;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,2.941176,0,0,0,0,0,0
