,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;,4.255319,2.415459,2.890173,3.004292,2.752294,3.539823,2.542373,2.830189,4.761905,3.468208,3.225806,2.487562,1.453488,1.807229,1.626016,2.083333,0,0
Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-87;,1.702128,0.483092,0.578035,0.858369,1.376147,1.769912,2.542373,0,2.380952,0.578035,1.612903,1.990050,1.162791,1.204819,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Rikenellaceae;Alistipes;Alistipes sp. Z76;,1.276596,0.966184,1.734104,0.429185,0.458716,0.884956,1.694915,0,0.793651,0,2.688172,0,0,0,0.813008,1.041667,0,0
Bacteria;NA;NA;NA;NA;NA;bacterium D16-50;,1.276596,0,1.156069,0.429185,0.458716,2.654867,0,0,0,0,0.537634,0.995025,0.290698,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;,0.851064,2.898551,0.578035,1.287554,0,2.654867,1.694915,0.943396,1.587302,1.156069,1.075269,1.492537,1.162791,1.807229,0.813008,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia intestinalis;,0.851064,0.483092,0.578035,0,0,0,0,0,0,0,0,0,0.290698,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Robinsoniella;Robinsoniella peoriensis;,0.851064,0,0,0,0,0,0,0,0,0,0.537634,0.497512,0,0.602410,0,0,0,10.126582
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia hominis;,0.851064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;,0.851064,0.483092,0.578035,0.429185,0,0,0,0.943396,0,1.156069,1.075269,0.497512,0,0,0,0,0,2.531646
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;Mycoplasmataceae;Mycoplasma;Mycoplasma sp. CAG:776;,0.851064,0,0,0,0,0,0,0,0,0,0,0.497512,0.581395,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. MGM1;,0.851064,1.932367,0.578035,0.429185,0,0,0,0.943396,0,1.156069,0,0.497512,0.290698,0,0,0,0,1.265823
