,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,68.807343,66.666672,71.428574,71.844658,60.937500,57.142860,70.731705,61.290325,70.454544,68.852463,69.841270,68.888893,70.085472,73.333336,63.829784,71.428574,71.428574,86.111107
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,3.669725,3.174603,5.357143,3.883495,7.812500,10.000000,4.878048,6.451612,6.818182,9.836065,4.761905,4.444445,2.564103,4.444445,14.893617,10.714286,9.523809,8.333334
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,0.917431,0,0,1.941748,1.562500,0,2.439024,0,0,0,0,1.111111,1.709402,2.222222,2.127660,0,0,0
Bacteria;Thermotogae;NA;NA;NA;NA;NA;,0.917431,0,0,0,1.562500,0,0,0,2.272727,0,0,1.111111,0.854701,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,4.587156,9.523809,10.714286,6.796116,9.375000,8.571429,9.756097,12.903225,4.545455,3.278688,7.936508,6.666667,6.837607,8.888889,8.510638,3.571429,9.523809,2.777778
unclassified,21.100917,17.460318,10.714286,15.533981,17.187500,21.428572,9.756097,16.129032,11.363637,16.393442,17.460318,15.555556,15.384616,8.888889,6.382979,14.285715,9.523810,2.777778
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,0,3.174603,0,0,1.562500,2.857143,0,0,0,1.639344,0,1.111111,2.564103,2.222222,0,0,0,0
Bacteria;Chloroflexi;NA;NA;NA;NA;NA;,0,0,1.785714,0,0,0,2.439024,0,2.272727,0,0,0,0,0,2.127660,0,0,0
Bacteria;Fusobacteria;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,3.225806,0,0,0,0,0,0,2.127660,0,0,0
Bacteria;Verrucomicrobia;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,2.272727,0,0,0,0,0,0,0,0,0
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,1.111111,0,0,0,0,0,0
