,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:254;,11.538462,10.714286,0,17.647058,4.166667,0,0,0,0,0,6.250000,0,2.083333,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides rodentium;,7.692308,3.571429,4.347826,11.764706,8.333334,6.666667,0,0,10.000000,0,3.125000,0,4.166667,9.090909,10.000000,0,0,11.111112
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;,3.846154,7.142858,4.347826,0,12.500000,6.666667,30.000002,13.333334,10.000000,5.263158,9.375000,6.666667,2.083333,9.090909,5.000000,0,0,22.222223
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella ruminicola;,3.846154,3.571429,8.695652,0,0,0,0,6.666667,0,5.263158,0,0,0,4.545455,10.000000,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;[Eubacterium] cellulosolvens;,3.846154,3.571429,0,5.882353,0,0,0,0,0,0,0,0,2.083333,0,5.000000,0,0,0
Eukaryota;Ciliophora;Litostomatea;Entodiniomorphida;Ophryoscolecidae;Epidinium;Epidinium ecaudatum;,3.846154,0,0,0,0,0,0,0,0,0,0,0,2.083333,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Paenibacillus;Paenibacillus xylaniclasticus;,3.846154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:403;,3.846154,0,0,0,4.166667,6.666667,0,0,0,0,3.125000,0,0,0,0,0,0,0
Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:534;,3.846154,0,0,0,0,0,0,6.666667,0,5.263158,0,3.333333,0,9.090909,0,0,14.285715,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio sp. AC2005;,3.846154,0,0,5.882353,0,0,0,0,0,0,3.125000,3.333333,2.083333,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides;,3.846154,0,0,0,0,6.666667,0,0,0,5.263158,3.125000,0,2.083333,0,0,14.285715,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. 37_24;,3.846154,0,13.043478,5.882353,4.166667,0,0,0,0,5.263158,3.125000,10.000000,0,0,0,0,0,0
Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Dictyobacteraceae;Dictyobacter;Dictyobacter sp. Uno17;,3.846154,0,0,0,8.333334,0,0,0,0,0,6.250000,3.333333,2.083333,9.090909,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,23.076923,39.285713,47.826088,41.176472,25.000000,33.333336,40.000000,33.333336,40.000000,63.157890,25.000000,40.000000,29.166666,36.363636,50.000000,42.857143,28.571430,22.222223
unclassified,15.384616,10.714286,13.043478,0.000000,8.333334,26.666668,20.000000,13.333334,10.000000,10.526316,12.500000,20.000000,25.000000,13.636364,0.000000,28.571430,14.285715,0.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus callidus;,0,3.571429,0,0,0,6.666667,0,0,0,0,0,0,2.083333,0,5.000000,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Hungatella;Hungatella hathewayi;,0,3.571429,4.347826,0,0,0,0,13.333334,0,0,0,0,0,0,0,0,42.857143,11.111112
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium 10-1;,0,3.571429,0,0,0,0,0,0,0,0,0,0,2.083333,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;,0,3.571429,0,5.882353,0,0,0,0,0,0,3.125000,0,0,0,5.000000,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;NA;Clostridiaceae bacterium;,0,3.571429,0,0,0,0,0,0,0,0,0,3.333333,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Sediminibacterium;Sediminibacterium roseum;,0,3.571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae;Sphingobacterium;Sphingobacterium sp. HMA12;,0,0,4.347826,0,0,0,0,0,10.000000,0,0,0,0,0,0,0,0,11.111112
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:330;,0,0,0,5.882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
