,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;,6.250000,4.761905,5.555556,3.703704,4.545455,0,8.333334,5.000000,4.166667,6.250000,5.555556,6.250000,3.448276,5.882353,7.692308,0,0,10.000000
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Marinilabilia;Marinilabilia salmonicolor;,6.250000,4.761905,0,0,4.545455,0,0,0,0,0,5.555556,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Porphyromonadaceae;Porphyromonas;Porphyromonas sp. COT-239 OH1446;,6.250000,0,0,0,0,0,0,0,4.166667,0,0,0,0,0,0,0,5.000000,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Alloprevotella;Alloprevotella sp.;,6.250000,4.761905,0,0,0,0,0,0,0,0,5.555556,6.250000,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. MGM2;,6.250000,4.761905,0,0,0,0,0,0,0,0,0,0,3.448276,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,43.750000,28.571430,44.444447,25.925926,36.363636,41.666664,41.666664,40.000000,41.666664,43.750000,38.888889,31.250000,44.827587,47.058823,46.153847,21.428572,25.000000,40.000000
unclassified,25.000000,28.571430,16.666667,22.222222,9.090909,16.666667,16.666667,15.000001,12.500000,0.000000,11.111111,31.250000,17.241380,0.000000,7.692308,35.714287,5.000000,0.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. CAG:927;,0,9.523809,5.555556,11.111112,13.636364,0,8.333334,5.000000,8.333334,12.500000,5.555556,0,6.896552,11.764706,15.384616,0,10.000000,10.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;,0,4.761905,0,3.703704,4.545455,0,0,5.000000,4.166667,6.250000,5.555556,0,3.448276,5.882353,0,7.142858,5.000000,0
