,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium sp. MA18;,6.666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio fibrisolvens;,3.333333,0,0,0,5.263158,0,9.090909,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Marinococcus;Marinococcus halophilus;,3.333333,0,0,4.347826,5.263158,0,0,0,0,0,0,0,3.225806,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Amphibacillus;Amphibacillus xylanus;,3.333333,0,0,0,0,0,0,0,0,0,0,0,3.225806,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Hungateiclostridiaceae;Ruminiclostridium;Ruminiclostridium cellulolyticum;,3.333333,0,0,0,0,0,0,0,0,0,5.555556,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micromonosporales;Micromonosporaceae;Actinoplanes;Actinoplanes utahensis;,3.333333,0,0,0,0,6.666667,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides caccae;,3.333333,0,7.142858,4.347826,0,0,0,0,0,0,5.555556,0,3.225806,0,0,20.000000,0,11.111112
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;,3.333333,0,7.142858,8.695652,5.263158,6.666667,0,0,0,0,11.111112,4.545455,6.451612,0,10.000000,20.000000,0,11.111112
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium NK3B98;,3.333333,0,0,4.347826,0,0,0,0,0,0,5.555556,0,0,7.142858,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium MD308;,3.333333,0,0,0,0,0,0,0,0,0,0,4.545455,3.225806,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Herbinix;Herbinix hemicellulosilytica;,3.333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
