,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;NA;NA;NA;NA;NA;,53.096329,43.390358,45.940960,51.612900,44.189602,44.038464,53.975903,53.462608,46.822037,44.599304,42.732048,54.323994,50.610329,47.801147,35.146442,39.577835,45.578232,47.804878
Bacteria;Bacteroidetes;NA;NA;NA;NA;NA;,15.252294,24.727839,30.258305,20.506912,30.581039,25.576921,23.614458,26.592796,33.050846,29.094076,29.422066,14.738125,22.629108,25.621414,31.589958,35.883907,29.931971,40.487804
Bacteria;Actinobacteria;NA;NA;NA;NA;NA;,3.211009,3.576983,1.845018,2.534562,3.058104,3.653846,2.891566,2.216066,2.330508,3.832753,2.626970,3.775883,2.910798,1.912046,4.393305,2.374670,1.020408,1.463415
Bacteria;Proteobacteria;NA;NA;NA;NA;NA;,0.573394,0.777605,0.553506,0.576037,0.764526,1.346154,0.481928,0.277008,0.635593,0.174216,0.700525,0.852619,0.563380,0.764818,0.418410,0.527704,0.340136,0
Bacteria;Elusimicrobia;NA;NA;NA;NA;NA;,0.573394,0.466563,0,0.345622,0.152905,0,0,0,0.211864,0.522648,0,0,0.281690,0.382409,0,0.263852,0.680272,0
Bacteria;Chloroflexi;NA;NA;NA;NA;NA;,0.573394,0.155521,0.369004,0,0.305810,0.769231,0.240964,0.277008,0,0.174216,0.525394,0.121803,0.187793,0.191205,0.418410,0.527704,0,0
Bacteria;Spirochaetes;NA;NA;NA;NA;NA;,0.458716,0,0,0.115207,0.152905,0,0.722892,0,0.423729,0,0.175131,0.487211,0.187793,0,0,0,0,0
Bacteria;Verrucomicrobia;NA;NA;NA;NA;NA;,0.229358,0.311042,0.184502,0.345622,0.458716,0.192308,0,0.277008,0.211864,0.348432,0.350263,0.121803,0.093897,0.573614,1.046025,0.263852,1.020408,0.487805
Bacteria;Tenericutes;NA;NA;NA;NA;NA;,0.229358,2.021773,0.922509,0.576037,0,0.769231,0,0,0.211864,0.696864,0.175131,0.730816,0.845070,0.573614,1.046025,0.263852,0.340136,0
Bacteria;Chlamydiae;NA;NA;NA;NA;NA;,0.114679,0,0.184502,0,0.152905,0,0.240964,0,0.211864,0.174216,0.175131,0,0,0,0,0.263852,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) phylum,5.160551,2.332815,4.059041,4.262673,3.211009,7.692308,4.578313,4.432133,2.330508,3.310104,5.604203,4.872107,5.070423,4.397706,4.393305,2.638522,4.421769,2.926829
unclassified,20.527522,22.239502,15.498155,18.894009,16.207951,15.961538,12.771085,12.465374,12.711865,17.073171,16.987741,19.732034,15.868545,17.590822,21.338913,17.150396,16.326530,6.829268
Bacteria;Acidobacteria;NA;NA;NA;NA;NA;,0,0,0.184502,0.115207,0.458716,0,0.240964,0,0,0,0,0.121803,0.281690,0,0.209205,0,0,0
Bacteria;Candidatus Melainabacteria;NA;NA;NA;NA;NA;,0,0,0,0.115207,0,0,0,0,0.423729,0,0.175131,0,0.093897,0.191205,0,0.263852,0,0
Bacteria;Fusobacteria;NA;NA;NA;NA;NA;,0,0,0,0,0.152905,0,0,0,0,0,0,0,0.093897,0,0,0,0.340136,0
Bacteria;Gemmatimonadetes;NA;NA;NA;NA;NA;,0,0,0,0,0.152905,0,0,0,0,0,0,0.121803,0,0,0,0,0,0
Archaea;Candidatus Bathyarchaeota;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0.240964,0,0.211864,0,0.175131,0,0,0,0,0,0,0
Bacteria;Thermotogae;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0.211864,0,0,0,0.093897,0,0,0,0,0
Bacteria;Planctomycetes;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0.175131,0,0,0,0,0,0,0
Eukaryota;Chytridiomycota;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.093897,0,0,0,0,0
Bacteria;Calditrichaeota;NA;NA;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0.093897,0,0,0,0,0
