,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus;,3.571429,7.142858,0,0,3.225806,6.250000,0,5.263158,0,5.263158,9.090909,0,0,0,9.523809,0,40.000000,5.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;[Clostridium] polysaccharolyticum;,3.571429,0,3.846154,0,0,0,0,0,5.555556,0,4.545455,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnoclostridium;Lachnoclostridium phytofermentans;,3.571429,0,0,0,0,0,0,0,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella copri;,3.571429,3.571429,0,0,3.225806,0,5.555556,5.263158,0,2.631579,0,3.846154,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens;,3.571429,0,0,2.941176,0,0,11.111112,0,5.555556,2.631579,4.545455,0,0,0,0,0,20.000000,5.000000
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella oryzae;,3.571429,3.571429,3.846154,0,3.225806,0,0,0,0,2.631579,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides finegoldii;,3.571429,3.571429,0,0,0,0,0,5.263158,0,0,0,3.846154,0,4.761905,0,0,0,5.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Enterocloster;Enterocloster lavalensis;,3.571429,0,0,0,3.225806,0,0,0,0,0,0,3.846154,0,4.761905,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sartorii;,3.571429,0,3.846154,0,0,6.250000,0,0,11.111112,2.631579,0,0,0,0,0,0,0,5.000000
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:62;,3.571429,3.571429,3.846154,2.941176,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae;Chitinophaga;Chitinophaga jiangningensis;,3.571429,0,3.846154,2.941176,0,12.500000,5.555556,0,5.555556,0,0,3.846154,2.222222,4.761905,0,0,0,0
