,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. CAG:115;,5.454545,0,0,2.500000,0,0,0,0,0,0,3.030303,5.882353,5.479452,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides uniformis;,1.818182,0,0,2.500000,0,0,0,0,0,3.333333,0,1.960784,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Blautia;[Ruminococcus] gnavus;,1.818182,0,9.090909,2.500000,2.631579,0,0,0,0,0,0,0,2.739726,3.448276,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia intestinalis;,1.818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium 10-1;,1.818182,0,0,2.500000,0,0,0,0,4.545455,3.333333,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Eubacteriaceae;Eubacterium;Eubacterium sp. CAG:786;,1.818182,0,0,0,0,0,0,0,0,3.333333,3.030303,1.960784,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:330;,1.818182,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus sp. CAG:579;,1.818182,0,0,0,0,3.703704,0,0,0,0,0,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides;,1.818182,0,0,0,0,0,0,0,0,0,0,1.960784,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnotalea;Lachnotalea glycerini;,1.818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium;,1.818182,3.448276,4.545455,0,5.263158,3.703704,4.166667,0,4.545455,6.666667,0,0,0,6.896552,8.333334,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae;Virgibacillus;Virgibacillus dakarensis;,1.818182,3.448276,0,0,0,0,4.166667,0,4.545455,0,3.030303,0,1.369863,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);,1.818182,3.448276,4.545455,2.500000,0,3.703704,4.166667,7.142858,0,0,3.030303,1.960784,1.369863,3.448276,0,7.142858,14.285715,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) species,7.272727,24.137930,9.090909,5.000000,21.052631,11.111112,4.166667,28.571430,9.090909,20.000000,12.121212,3.921569,9.589041,17.241379,16.666668,14.285715,0.000000,0.000000
unclassified,65.454543,51.724136,45.454547,67.500001,55.263156,66.666669,75.000000,42.857143,63.636363,53.333336,69.696969,66.666669,67.123288,62.068963,50.000000,71.428573,42.857143,44.444445
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium MD308;,0,3.448276,9.090909,0,7.894736,0,4.166667,14.285715,0,3.333333,0,0,0,0,8.333334,0,0,0
Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium CAG:534;,0,3.448276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;NA;NA;NA;NA;NA;bacterium 0.1xD8-71;,0,3.448276,4.545455,0,0,0,0,0,0,0,0,1.960784,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Roseburia;Roseburia inulinivorans;,0,0,4.545455,0,2.631579,0,0,7.142858,0,0,0,0,0,3.448276,0,0,14.285715,11.111112
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. Marseille-P299;,0,0,4.545455,0,0,0,0,0,0,0,0,1.960784,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;Lachnospiraceae bacterium KM106-2;,0,0,4.545455,2.500000,0,0,0,0,0,0,0,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus albus;,0,0,0,2.500000,0,0,0,0,0,0,0,1.960784,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus flavefaciens;,0,0,0,2.500000,0,0,0,0,0,0,0,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Marvinbryantia;Marvinbryantia formatexigens;,0,0,0,2.500000,0,0,0,0,0,0,0,0,0,0,0,0,14.285715,11.111112
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium 52_15;,0,0,0,2.500000,2.631579,0,0,0,0,0,0,0,0,3.448276,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;Bifidobacteriaceae;Bifidobacterium;Bifidobacterium vansinderenii;,0,0,0,2.500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. AR29;,0,0,0,0,2.631579,0,0,0,4.545455,0,0,1.960784,0,0,0,7.142858,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Neglecta;Neglecta timonensis;,0,0,0,0,0,3.703704,0,0,4.545455,0,0,0,0,0,0,0,0,0
Bacteria;NA;NA;NA;NA;NA;bacterium 1xD42-87;,0,0,0,0,0,3.703704,0,0,0,0,0,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;Paenibacillaceae;Cohnella;Cohnella sp. CC-MHH1044;,0,0,0,0,0,3.703704,0,0,0,0,0,0,1.369863,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;Clostridiales bacterium CHKCI001;,0,0,0,0,0,0,4.166667,0,4.545455,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Oribacterium;Oribacterium sp. oral taxon 078;,0,0,0,0,0,0,0,0,0,3.333333,3.030303,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Barnesiellaceae;Barnesiella;Barnesiella sp. WM24;,0,0,0,0,0,0,0,0,0,3.333333,0,1.960784,0,0,0,0,0,0
