,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,91.011238,90.243896,91.666672,89.473686,88.461533,92.553192,91.935486,96.250000,86.956520,95.620438,92.727272,88.541672,86.163521,85.365852,94.565216,91.358025,95.945946,97.674416
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,1.123595,1.219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Preaxostyla;NA;Oxymonadida;NA;NA;NA;,1.123595,2.439024,0.925926,0,1.538462,0,0,0,0,0,0,1.041667,0,2.439024,1.086957,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,1.123595,0,0,2.631579,0,0,1.612903,0,0,0,0,0,2.515723,1.219512,0,1.234568,0,1.162791
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;,1.123595,1.219512,0,0.877193,0,0,0,0,1.739130,0,0.909091,1.041667,0,0,0,1.234568,1.351351,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,1.123595,3.658536,1.851852,2.631579,3.076923,1.063830,4.838709,2.500000,5.217391,2.919708,0.909091,4.166667,2.515723,4.878048,1.086957,3.703704,1.351351,1.162791
unclassified,3.370786,0.000000,1.851852,2.631579,2.307692,1.063830,0.000000,1.250000,5.217391,0.729927,1.818182,1.041667,1.257862,2.439024,2.173913,0.000000,1.351351,0.000000
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;,0,1.219512,0.925926,0,2.307692,1.063830,1.612903,0,0,0,0.909091,1.041667,1.257862,2.439024,0,0,0,0
Bacteria;Thermotogae;Thermotogae;Thermotogales;NA;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0.909091,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;,0,0,0.925926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;,0,0,0.925926,0,0,2.127660,0,0,0.869565,0,0,0,0,0,0,1.234568,0,0
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;NA;NA;NA;,0,0,0,0.877193,0,0,0,0,0,0,0,0,0.628931,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;,0,0,0,0.877193,0,0,0,0,0,0.729927,0,0,3.144654,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;,0,0,0,0,0.769231,2.127660,0,0,0,0,0.909091,1.041667,0.628931,0,1.086957,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;NA;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0.909091,2.083333,0,1.219512,0,0,0,0
Bacteria;Planctomycetes;Phycisphaerae;Sedimentisphaerales;NA;NA;NA;,0,0,0,0,0.769231,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,1.886792,0,0,0,0,0
Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.234568,0,0
