,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,37.446808,25.120773,30.057802,33.905582,31.651375,25.663715,33.050846,35.849056,31.746033,34.682079,30.645163,33.830845,36.918606,34.939758,30.081303,46.835442,27.083334,31.746033
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,20.425531,37.198067,34.682079,33.476395,35.321102,40.707962,38.983051,38.679245,37.301590,43.352600,38.172043,23.383083,31.686047,34.337349,48.780487,43.037975,48.958336,41.269840
Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;NA;NA;NA;,1.702128,1.932367,0.578035,1.716738,0.917431,0.884956,0,3.773585,0,1.156069,1.075269,0.497512,0,0,0,1.265823,3.125000,3.174603
Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;NA;NA;NA;,1.276596,0,0.578035,0.858369,0.458716,0.884956,0,0,1.587302,0.578035,1.075269,0.995025,0.290698,0.602410,0,0,0,0
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,0.851064,0.966184,1.156069,0.858369,0.917431,0,0,0.943396,1.587302,1.156069,0,0.497512,0.872093,0.602410,0.813008,1.265823,1.041667,1.587302
Bacteria;Tenericutes;Mollicutes;Mycoplasmatales;NA;NA;NA;,0.851064,0,0,0,0,0,0,0,0,0,0,0.497512,1.162791,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;,0.851064,1.449275,0.578035,2.145923,0.458716,1.769912,0,0,2.380952,0,0.537634,1.492537,0.872093,1.204819,1.626016,0,2.083333,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;NA;NA;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Eurotiales;NA;NA;NA;,0.425532,0.483092,0,0,0,0,0,0,0.793651,1.156069,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Coriobacteriia;Coriobacteriales;NA;NA;NA;,0.425532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Bifidobacteriales;NA;NA;NA;,0.425532,0.483092,0.578035,0,0.458716,0,1.694915,2.830189,2.380952,0.578035,0,0,0,0.602410,1.626016,0,2.083333,1.587302
Bacteria;Actinobacteria;Actinobacteria;Streptomycetales;NA;NA;NA;,0.425532,0.483092,0,0,0,0.884956,0,0,0,0,0,0,0.290698,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;NA;NA;NA;,0.425532,0.966184,1.156069,0.858369,1.376147,1.769912,1.694915,0,2.380952,1.156069,0.537634,1.492537,0.581395,1.204819,0.813008,1.265823,2.083333,0
Bacteria;Firmicutes;Erysipelotrichia;Erysipelotrichales;NA;NA;NA;,0.425532,0,0,0.429185,0,0,0.847458,0.943396,1.587302,0,1.075269,0.497512,0.290698,1.204819,0,0,0,3.174603
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,11.914894,6.763285,15.028901,7.296137,10.091743,12.389380,11.016950,10.377358,7.936508,8.670520,11.290322,11.442785,9.302325,7.831326,5.691057,3.797468,7.291667,9.523809
unclassified,21.702127,21.256039,12.716763,15.879828,15.137614,12.389380,11.016949,4.716981,8.730159,6.358381,13.978495,22.885571,16.279070,14.457831,9.756097,1.265823,5.208333,6.349207
Eukaryota;Preaxostyla;NA;Oxymonadida;NA;NA;NA;,0,1.449275,0,0,0.458716,0,0,0,0,0,0,0,0,1.204819,0,0,0,0
Bacteria;Firmicutes;Clostridia;Halanaerobiales;NA;NA;NA;,0,0.483092,0,0,0,0,0.847458,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;,0,0.483092,0.578035,1.287554,0.917431,0.884956,0,0,0.793651,0,0.537634,0,0,0,0.813008,1.265823,1.041667,1.587302
Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;NA;NA;NA;,0,0.483092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Chlorophyta;Trebouxiophyceae;Chlorellales;NA;NA;NA;,0,0,0.578035,0,0,0,0,0,0,0,0,0.497512,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Thermoanaerobacterales;NA;NA;NA;,0,0,0.578035,0,0,0,0.847458,0,0,0,0,0,0.290698,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Catenulisporales;NA;NA;NA;,0,0,0.578035,0.429185,0.458716,0,0,0.943396,0,0,0.537634,0,0,0,0,0,0,0
Eukaryota;Parabasalia;NA;Tritrichomonadida;NA;NA;NA;,0,0,0.578035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Dothideomycetes;Myriangiales;NA;NA;NA;,0,0,0,0.429185,0,0.884956,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Cytophagia;Cytophagales;NA;NA;NA;,0,0,0,0.429185,0,0,0,0,0,0,0,0.497512,0,0.602410,0,0,0,0
Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;NA;NA;NA;,0,0,0,0,0.458716,0,0,0,0,0,0,0.497512,0.290698,0,0,0,0,0
Eukaryota;NA;Oomycota;Albuginales;NA;NA;NA;,0,0,0,0,0.458716,0,0,0,0,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Eurotiomycetes;Phaeomoniellales;NA;NA;NA;,0,0,0,0,0.458716,0,0,0,0.793651,0,0,0,0,0,0,0,0,0
Eukaryota;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA;,0,0,0,0,0,0.884956,0,0,0,0,0,0,0,0,0,0,0,0
