,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;Clostridia;Clostridiales;Ruminococcaceae;Ruminococcus;Ruminococcus albus;,6.250000,0,0,0,0,0,0,0,0,7.692308,4.347826,0,3.636364,0,25.000000,0,0,0
Bacteria;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Acholeplasma;Acholeplasma granularum;,6.250000,0,0,0,0,0,0,0,0,0,0,0,1.818182,0,0,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Wenyingzhuangia;Wenyingzhuangia marina;,6.250000,5.555556,0,5.882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:307;,6.250000,0,0,0,0,5.882353,0,0,0,0,0,0,0,0,25.000000,0,0,0
Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Flavobacterium;Flavobacterium jejuense;,6.250000,0,0,0,0,0,0,0,0,0,0,5.882353,1.818182,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;Monoglobus;Monoglobus pectinilyticus;,6.250000,0,0,0,0,0,0,0,0,0,0,0,3.636364,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;Prevotella;Prevotella sp. MGM1;,6.250000,5.555556,0,0,0,5.882353,0,0,0,0,4.347826,0,0,10.000000,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides sp. 214;,6.250000,5.555556,0,5.882353,14.285715,5.882353,0,0,16.666668,0,0,0,0,10.000000,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);,6.250000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50.000000,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Prevotellaceae;NA;Prevotellaceae bacterium LKV-178-WT-2A;,6.250000,0,6.250000,0,0,0,20.000000,0,0,0,0,0,1.818182,10.000000,0,50.000000,0,50.000000
