,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W36,S-W37,S-W20
Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium AM55-24TS;,2.678571,0,0,0,0,0,0,0,0,2.912621,0,0,2.189781,0,0,0,0,0
Bacteria;Firmicutes;Bacilli;Lactobacillales;Leuconostocaceae;Oenococcus;Oenococcus oeni;,1.785714,0,0,0,0,0,0,0,0,0,1.075269,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides johnsonii;,1.785714,3.174603,3.076923,1.020408,2.564103,0,0,5.128205,1.538462,2.912621,2.150538,1.282051,0.729927,1.639344,0,5.714286,0,6.250000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Acetatifactor;Acetatifactor muris;,1.785714,0,1.538462,1.020408,0,0,0,0,0,0,1.075269,1.282051,1.459854,1.639344,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium sp. CAG:167;,1.785714,0,0,0,0,0,0,0,0,0,1.075269,1.282051,1.459854,1.639344,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Clostridiaceae;Clostridium;Clostridium oryzae;,1.785714,0,0,0,0,0,0,0,0,0,0,1.282051,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Kineothrix;Kineothrix alysoides;,1.785714,0,0,0,2.564103,0,0,0,0,0,0,2.564103,0.729927,0,0,0,0,0
Bacteria;Firmicutes;NA;NA;NA;NA;Firmicutes bacterium;,1.785714,0,1.538462,1.020408,0,0,0,0,0,2.912621,2.150538,0,1.459854,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Muribaculaceae;NA;Muribaculaceae bacterium Isolate-110 (HZI);,1.785714,1.587302,0,1.020408,1.282051,0,6.250000,2.564103,1.538462,0.970874,1.075269,0,1.459854,3.278688,4.166667,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae;Bacteroides;Bacteroides vulgatus;,0.892857,0,0,0,0,0,0,0,1.538462,0,0,0,0.729927,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Tannerellaceae;Parabacteroides;Parabacteroides distasonis;,0.892857,0,0,1.020408,1.282051,0,0,0,0,0,0,0,1.459854,0,4.166667,5.714286,0,6.250000
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;NA;[Eubacterium] rectale;,0.892857,0,0,0,0,0,2.083333,0,1.538462,0,1.075269,0,0,0,0,0,0,0
Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Butyrivibrio;Butyrivibrio proteoclasticus;,0.892857,0,0,0,0,1.818182,0,0,0,0,0,0,0,0,0,0,0,0
