,I-P01,I-P07,I-P11,I-S07,I-S29,I-S34,I-W31,I-W32,I-W33,S-P03,S-P09,S-P12,S-S05,S-S08,S-S32,S-W20,S-W36,S-W37
Bacteria;Firmicutes;Clostridia;Clostridiales;NA;NA;NA;,60.000004,57.142860,68.571434,66.666672,62.711864,53.846157,60.606064,59.259258,56.250000,68.085106,65.853661,60.655739,64.285713,73.170731,55.555557,87.500000,64.285713,73.333336
Bacteria;Firmicutes;Bacilli;Bacillales;NA;NA;NA;,2.857143,0,0,3.174603,1.694915,0,0,0,0,4.255319,0,0,1.190476,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;NA;NA;NA;,2.857143,9.523809,8.571429,7.936508,6.779661,12.820514,12.121212,7.407407,0,6.382979,2.439024,3.278688,3.571429,9.756097,14.814815,0,14.285715,0
Bacteria;Proteobacteria;Deltaproteobacteria;Desulfovibrionales;NA;NA;NA;,2.857143,0,0,1.587302,0,0,0,7.407407,0,0,2.439024,0,0,0,3.703704,0,0,0
Bacteria;Firmicutes;Clostridia;Candidatus Borkfalkiales;NA;NA;NA;,2.857143,0,2.857143,0,0,2.564103,0,0,0,4.255319,0,3.278688,2.380952,0,0,0,0,0
Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;NA;NA;NA;,1.428571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Viruses,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
cannot be assigned to a (non-viral) order,22.857143,21.428572,17.142859,19.047619,20.338982,25.641027,21.212122,22.222223,37.500000,12.765958,14.634146,27.868853,21.428572,9.756097,25.925926,12.500000,17.857143,26.666668
unclassified,4.285714,7.142857,2.857143,1.587302,3.389831,2.564103,0.000000,0.000000,0.000000,4.255319,7.317073,3.278688,5.952381,7.317073,0.000000,0.000000,0.000000,0.000000
Bacteria;Firmicutes;Bacilli;Lactobacillales;NA;NA;NA;,0,2.380952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Bacteroidetes;Bacteroidia;Marinilabiliales;NA;NA;NA;,0,2.380952,0,0,1.694915,0,0,0,0,0,2.439024,0,0,0,0,0,0,0
Bacteria;Spirochaetes;Spirochaetia;Spirochaetales;NA;NA;NA;,0,0,0,0,1.694915,0,0,0,3.125000,0,2.439024,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Alphaproteobacteria;Rhodospirillales;NA;NA;NA;,0,0,0,0,1.694915,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Gammaproteobacteria;Pseudomonadales;NA;NA;NA;,0,0,0,0,0,2.564103,3.030303,0,3.125000,0,0,0,1.190476,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Acidaminococcales;NA;NA;NA;,0,0,0,0,0,0,3.030303,0,0,0,0,0,0,0,0,0,0,0
Bacteria;Actinobacteria;Actinobacteria;Micrococcales;NA;NA;NA;,0,0,0,0,0,0,0,3.703704,0,0,0,1.639344,0,0,0,0,0,0
Bacteria;Firmicutes;Negativicutes;Selenomonadales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,2.439024,0,0,0,0,0,0,0
Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;NA;NA;NA;,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.571429,0
